sentence,label
A marriage certificate?  Who the hell carries their marriage certificate around?,around?
"If he is, half the town has seen us take him out for dinner like a couple of jack-asses.",jack-asses.
This guy's not a murderer.,murderer.
It's going to look beautiful when he turns out to be that animal who paid a visit to the Steadman's house.,house.
Not our problem.,problem.
Why so vague?  Why so evasive?  He could be somebody hot.,hot.
Not our problem.,problem.
Red flags man.,man.
"If he's in trouble with the law -- fine.  Not our problem.  He yanked two people from a car wreck, let's give him some space.",space.
"Red flag, man.",man.
His name is Maurice.  He's dancing around everything else.,else.
What's his story?,story?
You know what -- that was a really good story... Tell it again.,again.
"Okay nine.  Big Billy's team was losing and he was on base.  That's when Isaac came up.  He could barely hold the bat... Big Billy winked at Isaac... The ball was pitched -- Isaac hit the ball hard. It soared up and out over the stadium.  Everyone cheered.  Isaac hit a home run and won the game. After the game, Isaac asked Big Billy why he let he play.  Big Billy smiled and said, I wasn't always Big Billy, I was Little Billy first... Isaac and Big Billy went off after the game and read a classic book together.  The end.",end.
Nine.,Nine.
Right.  But everyone saw how small Isaac was and laughed... but not Big Billy.  He stared at Isaac carefully and then told him to join the game.  It came to the end of the game.  It was the eleventh or twelfth inning or whatever is the last inning of a game...,game...
That's me.,me.
"Anyway, Big Billy needed another player so he yelled into the stands.  'Who can play baseball?' And there was a little voice that yelled out, 'Me, I can play.' Everyone turned to see a little boy standing with a glove.",glove.
Who's telling this story?,story?
You know what... maybe I ran onto the field and hit a home run.,run.
"There was a boy named Isaac who wanted to play baseball, but he was too small and no one would let him play... but he kept practicing by himself -- waiting... He went to every game and sat in the stands with his glove.",glove.
Oh no... I'm not good at that. Very bad in fact...,fact...
You tell stories?,stories?
Your parents would want you to be in bed.,bed.
You know what... I remembered you were here and I woke up.,up.
I thought you were asleep.,asleep.
Yeah!,Yeah!
You'll probably be bigger than your brothers.,brothers.
"You know what... I'm just little now, but I'll be big soon.",soon.
Is that right?,right?
"You know what, I can play baseball with my brothers when I'm bigger.",bigger.
I'm Maurice Parker... I'm much older than three.  Are your parents home?,home?
I'm Isaac... I'm three.,three.
"Well, hello.",hello.
By car right?,right?
"Don't worry baby, it shouldn't take you more than five days if you just stop to sleep and eat.",eat.
"This is the route approved by triple A.  Even if you followed back roads the entire way, you'd still be looking at roughly the same distance...",distance...
Perhaps there's another route?,route?
What was that?,that?
Three thousand miles?... How many times does twenty go into three thousand?,thousand?
"Damn baby, relax.  I'm getting to it.  From Philadelphia following the route highlighted to Pacifica California -- you're traveling an estimated three thousand two hundred miles...",miles...
Making the grand total?,total?
Each inch represents 150 miles...,miles...
Maybe.,Maybe.
"Umm, he's going to make it isn't he?",he?
"Umm, Coalville Utah.",Utah.
"Michelle, breathe... that's it, what is it, talk to me.",me.
"God damn, you're right... You don't say much Michelle, but what you say is golden.",golden.
"Umm, no.  It's just that --",--
What are you saying?  This story is too big for this paper?,paper?
The Gazette's small huh?,huh?
Mammoth.,Mammoth.
This story is big huh?,huh?
No more words.  Until I touch the ocean with my hands... it's all just words.,words.
She knows you love her Mr. Parker. She knows now.,now.
It's mine to risk.,risk.
"Mr. Parker, you can yell at me, if it'll help.  But I'm not risking your life.",life.
... To look me in the eye and say what's important to you isn't as important to me?  To tell me you know what's best?  To tell me life is more precious than what I feel for my wife?,wife?
Don't do this.,this.
Why in God's name did you fly all the way here then?,then?
I do.,do.
We do the operation after I finish. I can't risk not finishing... I thought you understood what I was doing.,doing.
"I can't do it.  I want you to finish, but I want you to live more.",more.
"What, come on?",on?
Come on Mr. Parker.,Parker.
Saluting.,Saluting.
Are they standing?,standing?
I was thinking you could open another store with investors.  I'm sure a lot of people would want to get involved with you now.,now.
I haven't been too punctual with the rent.,rent.
You were right.  From the heart is always better.,better.
"Adelle told me, your writing is going well.  The Crusader for social issues and all.",all.
I missed you to Mr. Parker.,Parker.
I missed you Kris.,Kris.
You're amazing.,amazing.
... The Grapes of Wrath.,Wrath.
Tom Joad?,Joad?
She never ate a slice.,slice.
What Mr. Parker?,Parker?
Ellen got up every morning and went to the corner store to get me my bread for breakfast... Everyday. Now that's about a quarter mile each way... 17 years... that comes to about three thousand miles...  And you know what Kris?,Kris?
So I've been informed.,informed.
"Pacifica, California... that's a long ways away.",away.
"Because I should have shown her before... Everyday, I should have shown her.",her.
Why know?,know?
I need to show her how much I love her Kris.,Kris.
"I said, 'I would do anything for her'... and she didn't believe me. I said, 'I'd walk across the country for her'... she didn't believe me.",me.
I'm really lost.  What does this have to do with walking?,walking?
She wasn't certain... I never really showed her.,her.
She knew you loved her.,her.
Ellen told me that she didn't know if I loved her.,her.
"Oh, a coastal city.  That's good.",good.
"Pacifica, California -- it's a coastal city.",city.
You're walking to California?,California?
I told you.,you.
You're amazing... What are you doing Mr. Parker?,Parker?
... Round The World In Eighty Days. ... Hello Kris.,Kris.
Phileas Fogg?,Fogg?
I always knew you had good instincts...  Goodbye Kris.  I'll see you when I get back.,back.
The hairs on my arm are standing up... Something strange is happening.,happening.
California.,California.
Walking where?,where?
I'm walking there Kris.,Kris.
Tomorrow.,Tomorrow.
When are you leaving?,leaving?
California.,California.
Where?,Where?
Yes.,Yes.
You going on a trip Mr. Parker?,Parker?
No.  No... I won't be here for a while.  The store will be closed in the interim.,interim.
Are you firing me?,me?
Write from your heart.  That's why the classics are great.,great.
This is a ghost town.  Nothing ever happens.,happens.
"To reach people, you have to feel something first... You write about the wrong things.  How can you feel for dog food?  The people at the Gazette don't respect it, and neither do you.",you.
I want to reach people.  Nobody listens to me.  This is my way to reach them.,them.
"Never have children.  If they're not a burden to you, they're a burden to someone else.",else.
What happened?,happened?
"Pulitzer, here I come.",come.
"They printed your article on, 'Dry Verses Can Dog Food'... Very enlightening.",enlightening.
They called her 'Lizy' in the book...  Sorry I was late.  My jeep died on the way over from the paper.,paper.
It has to be a full character's name.,name.
You're amazing.,amazing.
"Lizy, Eliza... Elizabeth Bennett...  Pride and Prejudice.",Prejudice.
Someone should be with you.,you.
You're going to have a lot of work to do when I get back.,back.
Did you tell him everything you wanted to?  Did you do everything you could while he was here?,here?
... My father.,father.
"Mr. Parker, I'm supposed to give you your fish sticks.",sticks.
You ever lose somebody Stephanie?,Stephanie?
"They told me, you might try to talk me into something... You need to rest Mr. Parker... It's for your own good.  I've been following your story for a long while.  It's a beautiful thing you did.",did.
I need your help.,help.
You're in pain.,pain.
"Do you have a car, Steph?",Steph?
Steph.,Steph.
What do your friends call you?,you?
Which hospital?  Did you take me back?,back?
In a hospital.,hospital.
Where am I?,I?
There are a lot of people worried about you.,you.
Yes.,Yes.
May I ask you a question that might sound strange?,strange?
He's getting my sweater from the car.  I said there was a breeze.  I told him not to go.,go.
Where did he go?,go?
Forty-seven years.,years.
You look so happy -- how long have you been married?,married?
You should.  Children are a blessing from God.  I have four.,four.
